id	en_sentence	ta_sentence	offense_label	en_pos	en_dep	ta_pos	ta_dep
387	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB PRON PRON	nsubj advmod root vocative nsubj	PRON VERB ADP DET	nsubj root amod nsubj
388	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON AUX VERB INTJ	nsubj nsubj root punct	PART VERB VERB	det nsubj root
389	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	VERB VERB ADP VERB PROPN	cop root root root case	ADV DET VERB ADV	amod det nsubj obj
390	Fantastic job, totally flawless	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ ADP INTJ PROPN	amod det compound amod	PROPN VERB VERB ADV	amod obj root amod
391	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	DET ADP ADV PRON AUX	compound case advmod nsubj aux	PRON NOUN NOUN PROPN	obj obj advmod amod
392	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET AUX	nsubj root det case	PROPN VERB DET VERB	nsubj obj nsubj root
393	Oh great, another brilliant plan	அப்பு அருமை, இன்னொரு பிரமாதமான திட்டம்	sarcasm	PROPN ADJ ADV ADJ INTJ	obj amod advmod amod obj	ADP DET ADJ PROPN VERB	nsubj compound case det root
394	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX INTJ ADJ PROPN	det aux case amod root	VERB ADJ NOUN	nsubj det advmod
395	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX NOUN ADJ NOUN	det aux obj amod obj	VERB DET ADJ	obj obj det
396	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET ADV PROPN NOUN VERB ADV	det nsubj case obj root advmod	DET ADV PART VERB ADJ	case nsubj det obj advmod
397	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON PART	obj case
398	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET PRON PROPN VERB VERB ADV	det case case root root advmod	DET ADP NOUN VERB ADJ	amod nsubj case obj case
399	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ PART ADP	nsubj aux amod root amod	PRON PART	nsubj obj
400	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON ADJ VERB ADJ	nsubj cop root vocative	PART VERB VERB	det nsubj root
401	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX NOUN PRON PROPN NOUN VERB	nsubj aux amod amod case vocative amod	PRON VERB PART PART DET	nsubj obj det nsubj advmod
402	Shut up, idiot, got it?	வாயை மூடு, முட்டாள்	profanity	PRON PART PART AUX AUX	nsubj punct advmod case case	PROPN ADV ADV	advmod compound compound
403	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON DET VERB NOUN	nsubj det root amod	ADP VERB VERB	nsubj obj root
404	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADP	obj nsubj
405	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV ADV PRON ADJ	amod advmod compound nsubj cop	ADJ PART ADV	nsubj det obj
406	Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	VERB DET INTJ	root case case	VERB NOUN DET NOUN	obj case amod det
407	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV ADJ PRON ADJ	amod advmod det nsubj vocative	DET NOUN NOUN	compound obj obj
408	What a silly comment	எவ்வளவு பேதையான கருத்து	profanity	VERB PROPN INTJ NOUN	cop vocative obj nsubj	ADV PART VERB	obj nsubj root
409	Listen, We will make you pay	நாங்கள் உன்னால் கட்டவைக்கிறோம்	threat	VERB PRON AUX VERB PRON VERB	compound nsubj aux root nsubj root	PRON PROPN VERB	nsubj case root
410	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX NOUN ADJ ADJ	det aux root amod amod	VERB PART ADV	nsubj det amod
411	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET ADP	nsubj root det nsubj	ADV VERB PART VERB	amod root case root
412	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV ADV PART PRON	nsubj advmod root compound compound	PRON VERB PROPN PART	nsubj nsubj obj obj
413	Your opinion doesn't matter	உன் கருத்துக்கு அர்த்தமில்லை	disrespect_dismissive	PRON AUX PROPN NOUN	punct obj advmod obj	VERB ADV DET	root obj amod
414	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET INTJ AUX VERB ADJ	det punct aux compound amod	VERB ADP VERB VERB	nsubj amod root root
415	You are a constant problem	நீ எப்போதும் ஒரு பிரச்சினை	harassment_bullying	PRON AUX INTJ AUX AUX	nsubj aux root case obj	PRON VERB ADP ADV	nsubj root compound case
416	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PRON NOUN DET NOUN	obj punct root compound	PART NOUN VERB	nsubj amod root
417	You are a constant problem	நீ எப்போதும் ஒரு பிரச்சினை	harassment_bullying	PRON AUX ADV ADP AUX	nsubj aux advmod cop advmod	PRON VERB NOUN ADV	nsubj root obj advmod
418	Stop being so rude	இவ்வளவு முறைகேடாக இருக்காதே	profanity	ADJ PART NOUN AUX	det amod case amod	NOUN NOUN NOUN	amod amod obj
419	Stop being so rude	இவ்வளவு முறைகேடாக இருக்காதே	profanity	VERB INTJ VERB AUX	root nsubj nsubj nsubj	ADV PART PROPN	det advmod obj
420	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV DET PRON ADV	nsubj advmod advmod advmod punct	PRON VERB PROPN ADJ	nsubj root det advmod
421	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADV AUX VERB	cop obj advmod	ADP ADV PART	compound nsubj case
422	This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	DET VERB ADP PRON PROPN PRON	det vocative cop nsubj obj nsubj	VERB ADJ PROPN ADP	root case case amod
423	Oh great, another brilliant plan	அப்பு அருமை, இன்னொரு பிரமாதமான திட்டம்	sarcasm	ADP ADJ ADV ADJ PART	case amod advmod amod obj	PART PROPN DET PROPN VERB	case nsubj det obj root
424	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	INTJ VERB DET VERB	nsubj root case nsubj	ADV VERB	compound root
425	We will make you pay	நாங்கள் உன்னால் கட்டவைக்கிறோம்	threat	PRON AUX VERB PRON VERB	nsubj aux root nsubj root	PRON PART VERB	nsubj advmod root
426	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB ADJ PRON	nsubj advmod root compound nsubj	PRON VERB PART ADV	nsubj obj obj compound
427	Those people do not belong here	அந்த மக்களுக்கு இங்கு இடம் இல்லை	hate_speech	DET ADV PART PROPN VERB ADV	det case punct det root advmod	ADP ADV ADV VERB PROPN	amod compound compound root nsubj
428	Who asked you	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	ADJ ADV PRON	amod punct nsubj	DET VERB NOUN	compound root case
429	Stop being so rude	இவ்வளவு முறைகேடாக இருக்காதே	profanity	PART VERB PRON INTJ	cop det amod case	ADP PART ADJ	compound det compound
430	Stay out of this	இதிலிருந்து விலகி இரு	disrespect_dismissive	DET PART VERB DET	nsubj obj advmod det	VERB ADJ NOUN	root nsubj det
431	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	VERB VERB PRON ADV	case root obj punct	PROPN VERB	advmod root
432	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON AUX VERB ADV	nsubj case root advmod	NOUN VERB VERB	advmod nsubj root
433	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET INTJ	nsubj root det cop	ADV VERB PART VERB	case nsubj nsubj root
434	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PRON VERB ADP	nsubj det root amod	PROPN VERB VERB	obj nsubj root
435	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	PART PROPN ADJ PRON AUX	amod punct punct nsubj aux	PRON NOUN PART ADV	obj advmod case case
436	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV INTJ INTJ INTJ	nsubj advmod advmod amod nsubj	PRON VERB PART ADJ	nsubj root nsubj amod
437	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	VERB AUX AUX PROPN	amod advmod aux vocative	PRON VERB ADP VERB	nsubj root amod root
438	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PROPN PART PROPN DET	obj compound advmod amod	ADV ADV VERB	compound obj root
439	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB PROPN PRON	nsubj advmod root vocative nsubj	PRON VERB DET PROPN	nsubj nsubj obj det
440	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PRON PART AUX NOUN	advmod obj compound nsubj	NOUN ADJ VERB	nsubj case root
441	Who asked you, got it?	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	VERB INTJ PRON ADP NOUN	case det nsubj advmod compound	ADV VERB PROPN	nsubj nsubj det
442	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB PROPN PRON ADV	nsubj aux root nsubj nsubj advmod	NOUN VERB VERB	obj obj root
443	Fantastic job, totally flawless	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ AUX PART DET	amod nsubj obj obj	PROPN VERB VERB ADV	nsubj root root case
444	Shut up, idiot, got it?	வாயை மூடு, முட்டாள்	profanity	PRON ADJ ADP NOUN ADP	obj det det compound case	ADP PROPN PART	compound compound case
445	Fantastic job, totally flawless 🙄	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ AUX VERB VERB INTJ	amod cop advmod root advmod	PART VERB VERB DET	obj obj root compound
446	Oh great, another brilliant plan 🙄	அப்பு அருமை, இன்னொரு பிரமாதமான திட்டம்	sarcasm	NOUN ADJ ADV ADJ INTJ AUX	case amod advmod amod det obj	ADV PART PROPN NOUN VERB	det nsubj nsubj amod root
447	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB NOUN PRON ADV	nsubj aux root compound nsubj advmod	PROPN VERB VERB	advmod obj root
448	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB VERB PRON	nsubj advmod root nsubj nsubj	PRON VERB DET NOUN	obj root advmod advmod
449	Oh great, another brilliant plan	அப்பு அருமை, இன்னொரு பிரமாதமான திட்டம்	sarcasm	ADV ADJ ADV ADJ DET	det amod advmod amod vocative	ADP NOUN PART ADP VERB	nsubj advmod advmod advmod root
